"","Kingdom","Phylum","Class","Order","Family","Genus"
"ASV_1","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma"
"ASV_1002","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Cerasibacillus"
"ASV_10111","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","Aridibacter"
"ASV_10112","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)","Bryocella"
"ASV_10173","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia"
"ASV_1020","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ethanoligenens"
"ASV_10201","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","SN8"
"ASV_1021","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ASV_103","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Tepidimonas"
"ASV_10358","Bacteria","Acidobacteria","Subgroup_6","Unknown_Order","Unknown_Family","Vicinamibacter"
"ASV_104","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus"
"ASV_1042","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Chelatococcus"
"ASV_10565","Bacteria","Actinobacteria","Actinobacteria","Glycomycetales","Glycomycetaceae","Glycomyces"
"ASV_10635","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Ferrovibrio"
"ASV_10689","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Taeseokella"
"ASV_107","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"ASV_1077","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus"
"ASV_1081","Bacteria","Cyanobacteria","Oxyphotobacteria","Leptolyngbyales","Leptolyngbyaceae","LB3-76"
"ASV_10841","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Anthococcus"
"ASV_10885","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)","Acidipila"
"ASV_1097","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Nordella"
"ASV_11","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia/Shigella"
"ASV_110","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ASV_1100","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Ulvibacter"
"ASV_11003","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus"
"ASV_11005","Bacteria","Aquificae","Aquificae","Aquificales","Aquificaceae","Hydrogenobacter"
"ASV_1102","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Macellibacteroides"
"ASV_111","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira"
"ASV_1116","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_3"
"ASV_1117","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Cellulosibacter"
"ASV_11281","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Sporomusa"
"ASV_113","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella"
"ASV_114","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Turicella"
"ASV_1149","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus"
"ASV_1153","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XII","Acidaminobacter"
"ASV_1158","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Savagea"
"ASV_11808","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV_1195","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Kurthia"
"ASV_1198","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Rickettsiella"
"ASV_11994","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"ASV_12","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ralstonia"
"ASV_1202","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"ASV_12046","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseicitreum"
"ASV_12064","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter"
"ASV_12164","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lentibacillus"
"ASV_1220","Bacteria","Bacteroidetes","Rhodothermia","Rhodothermales","Rhodothermaceae","Rubrivirga"
"ASV_1224","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus"
"ASV_12336","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Kinneretia"
"ASV_1235","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"ASV_1237","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter"
"ASV_1244","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pir4_lineage"
"ASV_125","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Acidovorax"
"ASV_12599","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Phaselicystidaceae","Phaselicystis"
"ASV_126","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Peptoniphilus"
"ASV_127","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodovastum"
"ASV_128","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_12841","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Proteiniclasticum"
"ASV_1297","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemania"
"ASV_13","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus"
"ASV_130","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Rheinheimera"
"ASV_1304","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_UCG-009"
"ASV_13217","Bacteria","Spirochaetes","Leptospirae","Leptospirales","Leptospiraceae","Turneriella"
"ASV_1322","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Sinibacillus"
"ASV_13274","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Anaerosphaera"
"ASV_13334","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Filibacter"
"ASV_1335","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema_2"
"ASV_13386","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Azomonas"
"ASV_13412","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"ASV_13424","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Saccharococcus"
"ASV_1343","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"ASV_1348","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aminobacter"
"ASV_1350","Bacteria","Proteobacteria","Gammaproteobacteria","Cardiobacteriales","Cardiobacteriaceae","Cardiobacterium"
"ASV_13563","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Macromonas"
"ASV_1362","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Singulisphaera"
"ASV_1368","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Thiovulaceae","Sulfuricurvum"
"ASV_13799","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Chromobacteriaceae","Gulbenkiania"
"ASV_1382","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Runella"
"ASV_140","Bacteria","Firmicutes","Bacilli","Bacillales","Family_XI","Gemella"
"ASV_1408","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Gemmobacter"
"ASV_14167","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Citreitalea"
"ASV_142","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"ASV_1422","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Thiovulaceae","Sulfurimonas"
"ASV_14261","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulforhopalus"
"ASV_14267","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas"
"ASV_1427","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria"
"ASV_1428","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Facklamia"
"ASV_144","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Asaccharospora"
"ASV_14487","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Leminorella"
"ASV_14551","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Alloiococcus"
"ASV_1466","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Nitrosomonas"
"ASV_147","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter"
"ASV_14722","Bacteria","Cyanobacteria","Oxyphotobacteria","Leptolyngbyales","Leptolyngbyaceae","Chamaesiphon_PCC-7430"
"ASV_14729","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pseudocitrobacter"
"ASV_148","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Xylophilus"
"ASV_14809","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium"
"ASV_1491","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas"
"ASV_14963","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Paraherbaspirillum"
"ASV_14984","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Anaeroglobus"
"ASV_15064","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Eoetvoesia"
"ASV_1508","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"ASV_1517","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Lishizhenia"
"ASV_152","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Rubrivivax"
"ASV_1525","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium"
"ASV_1528","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"ASV_1537","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas"
"ASV_1540","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila"
"ASV_15420","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"ASV_1551","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix"
"ASV_15522","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix"
"ASV_156","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Finegoldia"
"ASV_1562","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella"
"ASV_157","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Aquaspirillaceae","Rivicola"
"ASV_15778","Bacteria","Thermotogae","Thermotogae","Thermotogales","Fervidobacteriaceae","Thermosipho"
"ASV_15863","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Isobaculum"
"ASV_1588","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermatophilaceae","Mobilicoccus"
"ASV_1589","Bacteria","Firmicutes","Clostridia","Clostridiales","Caldicoprobacteraceae","Caldicoprobacter"
"ASV_1591","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Endobacter"
"ASV_1596","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Oceanisphaera"
"ASV_160","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"ASV_1600","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group"
"ASV_16064","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","Synechococcus_MBIC10613"
"ASV_16099","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfomicrobiaceae","Desulfoplanes"
"ASV_161","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leifsonia"
"ASV_16100","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Salinivirgaceae","Salinivirga"
"ASV_1617","Bacteria","Proteobacteria","Alphaproteobacteria","Holosporales","Holosporaceae","Holospora"
"ASV_1618","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Janibacter"
"ASV_16268","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Centipeda"
"ASV_16403","Bacteria","Cyanobacteria","Oxyphotobacteria","Phormidesmiales","Nodosilineaceae","Nodosilinea_PCC-7104"
"ASV_16422","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Acaricomes"
"ASV_16465","Bacteria","Proteobacteria","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Ignatzschineria"
"ASV_1649","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Family_III","Thermoanaerobacterium"
"ASV_16527","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Marinospirillum"
"ASV_166","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"ASV_1661","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga"
"ASV_167","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"ASV_1674","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Paeniclostridium"
"ASV_16741","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Cephaloticoccus"
"ASV_1691","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus"
"ASV_16949","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Ameyamaea"
"ASV_16998","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Allokutzneria"
"ASV_17","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"ASV_17087","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Echinicola"
"ASV_17126","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Catellicoccus"
"ASV_1727","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)","Granulicella"
"ASV_1729","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium"
"ASV_174","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Delftia"
"ASV_1758","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Eremococcus"
"ASV_17602","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Aquaspirillaceae","Microvirgula"
"ASV_17664","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paenirhodobacter"
"ASV_17686","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Aliisedimentitalea"
"ASV_177","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"ASV_18","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV_180","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus"
"ASV_1805","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Arsenicitalea"
"ASV_181","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"ASV_1825","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Tsukamurellaceae","Tsukamurella"
"ASV_1831","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Trabulsiella"
"ASV_18426","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Jahnella"
"ASV_1862","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Chryseomicrobium"
"ASV_18656","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Candidatus_Tammella"
"ASV_18689","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae","H1"
"ASV_1878","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","Neisseria"
"ASV_18795","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacter"
"ASV_1881","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Catonella"
"ASV_18943","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopobacter"
"ASV_19","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Defluviimonas"
"ASV_190","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"ASV_1919","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Candidatus_Symbiobacter"
"ASV_19304","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Candidatus_Stoquefichus"
"ASV_19308","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenella"
"ASV_194","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Chryseolinea"
"ASV_1943","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Tissierella"
"ASV_19483","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Halalkalibacillus"
"ASV_195","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium"
"ASV_1954","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Mobiluncus"
"ASV_1955","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Paeniglutamicibacter"
"ASV_19576","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum"
"ASV_19778","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Aureibacter"
"ASV_1978","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10"
"ASV_1979","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister"
"ASV_1983","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella"
"ASV_1989","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinus"
"ASV_1992","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"ASV_1996","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polynucleobacter"
"ASV_1997","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium"
"ASV_2","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","endosymbionts8"
"ASV_200","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Psychrilyobacter"
"ASV_20024","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Stakelama"
"ASV_20027","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","Aureispira"
